Pubchem CID,IUPAC Name,IUPAC Name (traditional),InChi,InChi Key,Canonical SMILES,Isomeric SMILES
413075,"1,1-dimethyl-2-(9-methylpurin-6-yl)hydrazine","1,1-dimethyl-2-(9-methyl-6-purinyl)hydrazine","InChI=1S/C8H12N6/c1-13(2)12-7-6-8(10-4-9-7)14(3)5-11-6/h4-5H,1-3H3,(H,9,10,12)",FSCJJGXFFCJLEC-UHFFFAOYSA-N,CN1C=NC2=C(N=CN=C21)NN(C)C,CN1C=NC2=C(N=CN=C21)NN(C)C
68984,tribromo(chloro)methane,tribromo(chloro)methane,"InChI=1S/CBr3Cl/c2-1(3,4)5",GKXZMEXQUWZGJK-UHFFFAOYSA-N,C(Cl)(Br)(Br)Br,C(Cl)(Br)(Br)Br
49645,3-pyridin-4-ylpropyl 9H-fluorene-9-carboxylate,9H-fluorene-9-carboxylic acid 3-pyridin-4-ylpropyl ester,"InChI=1S/C22H19NO2/c24-22(25-15-5-6-16-11-13-23-14-12-16)21-19-9-3-1-7-17(19)18-8-2-4-10-20(18)21/h1-4,7-14,21H,5-6,15H2",QDGVSWSBOXESTM-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(C3=CC=CC=C32)C(=O)OCCCC4=CC=NC=C4,C1=CC=C2C(=C1)C(C3=CC=CC=C32)C(=O)OCCCC4=CC=NC=C4
146037,"5-(1,2,3,4,5,6,7,8-octahydroacridin-10-ium-10-yl)-1H-pyrimidine-2,4-dione;perchlorate","5-(1,2,3,4,5,6,7,8-octahydroacridin-10-ium-10-yl)-1H-pyrimidine-2,4-dione;perchlorate","InChI=1S/C17H19N3O2.ClHO4/c21-16-15(10-18-17(22)19-16)20-13-7-3-1-5-11(13)9-12-6-2-4-8-14(12)20;2-1(3,4)5/h9-10H,1-8H2,(H-,18,19,21,22);(H,2,3,4,5)",WHCOUSQPFOGXCF-UHFFFAOYSA-N,C1CCC2=[N+](C3=C(CCCC3)C=C2C1)C4=CNC(=O)NC4=O.[O-]Cl(=O)(=O)=O,C1CCC2=[N+](C3=C(CCCC3)C=C2C1)C4=CNC(=O)NC4=O.[O-]Cl(=O)(=O)=O
75907,8-bromooct-1-ene,8-bromo-1-octene,"InChI=1S/C8H15Br/c1-2-3-4-5-6-7-8-9/h2H,1,3-8H2",SNMOMUYLFLGQQS-UHFFFAOYSA-N,C=CCCCCCCBr,C=CCCCCCCBr
4971,"3-[18-(2-carboxyethyl)-8,13-bis(ethenyl)-3,7,12,17-tetramethyl-22,23-dihydroporphyrin-2-yl]propanoic acid","3-[18-(2-carboxyethyl)-8,13-bis(ethenyl)-3,7,12,17-tetramethyl-22,23-dihydroporphyrin-2-yl]propanoic acid","InChI=1S/C34H34N4O4/c1-7-21-17(3)25-13-26-19(5)23(9-11-33(39)40)31(37-26)16-32-24(10-12-34(41)42)20(6)28(38-32)15-30-22(8-2)18(4)27(36-30)14-29(21)35-25/h7-8,13-16,35-36H,1-2,9-12H2,3-6H3,(H,39,40)(H,41,42)",ZCFFYALKHPIRKJ-UHFFFAOYSA-N,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C=C,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C=C
34852,"1-[(4-chlorophenyl)methoxy]-3-methylimidazolidine-2,4-dione","1-[(4-chlorophenyl)methoxy]-3-methylimidazolidine-2,4-dione","InChI=1S/C11H11ClN2O3/c1-13-10(15)6-14(11(13)16)17-7-8-2-4-9(12)5-3-8/h2-5H,6-7H2,1H3",QDZUUGPWGHRWOJ-UHFFFAOYSA-N,CN1C(=O)CN(C1=O)OCC2=CC=C(C=C2)Cl,CN1C(=O)CN(C1=O)OCC2=CC=C(C=C2)Cl
111587,N-[2-[ethyl(2-hydroxyethyl)amino]ethyl]octadec-17-enamide,N-[2-[ethyl(2-hydroxyethyl)amino]ethyl]-17-octadecenamide,"InChI=1S/C24H48N2O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-24(28)25-20-21-26(4-2)22-23-27/h3,27H,1,4-23H2,2H3,(H,25,28)",KEIZUYBXDGZHOM-UHFFFAOYSA-N,CCN(CCNC(=O)CCCCCCCCCCCCCCCC=C)CCO,CCN(CCNC(=O)CCCCCCCCCCCCCCCC=C)CCO
321686,4-hexadecanoyloxybut-2-enyl benzoate,benzoic acid 4-(1-oxohexadecoxy)but-2-enyl ester,"InChI=1S/C27H42O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-17-22-26(28)30-23-18-19-24-31-27(29)25-20-15-14-16-21-25/h14-16,18-21H,2-13,17,22-24H2,1H3",WZXLLNLUJHYOJE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OCC=CCOC(=O)C1=CC=CC=C1,CCCCCCCCCCCCCCCC(=O)OCC=CCOC(=O)C1=CC=CC=C1
418741,4-cycloheptylphenol;trihydroxy(oxo)-lambda5-chlorane,4-cycloheptylphenol;trihydroxy(oxo)-lambda5-chlorane,"InChI=1S/C13H18O.ClH3O4/c14-13-9-7-12(8-10-13)11-5-3-1-2-4-6-11;2-1(3,4)5/h7-11,14H,1-6H2;(H3,2,3,4,5)",IPKJCYMJWVGRKG-UHFFFAOYSA-N,C1CCCC(CC1)C2=CC=C(C=C2)O.OCl(=O)(O)O,C1CCCC(CC1)C2=CC=C(C=C2)O.OCl(=O)(O)O
304424,"N,N-bis(2-chloroethyl)-4-[(4-imidazol-1-ylphenyl)iminomethyl]aniline","N,N-bis(2-chloroethyl)-4-[[4-(1-imidazolyl)phenyl]iminomethyl]aniline","InChI=1S/C20H20Cl2N4/c21-9-12-25(13-10-22)19-5-1-17(2-6-19)15-24-18-3-7-20(8-4-18)26-14-11-23-16-26/h1-8,11,14-16H,9-10,12-13H2",ANTKADCUNMULRO-UHFFFAOYSA-N,C1=CC(=CC=C1C=NC2=CC=C(C=C2)N3C=CN=C3)N(CCCl)CCCl,C1=CC(=CC=C1C=NC2=CC=C(C=C2)N3C=CN=C3)N(CCCl)CCCl
336055,"7-tert-butyl-5,5-dimethyl-7,12-dihydrobenzo[c]acridin-6-one","7-tert-butyl-5,5-dimethyl-7,12-dihydrobenzo[c]acridin-6-one","InChI=1S/C23H25NO/c1-22(2,3)19-15-11-7-9-13-17(15)24-20-14-10-6-8-12-16(14)23(4,5)21(25)18(19)20/h6-13,19,24H,1-5H3",VYSYVINQPJGEQC-UHFFFAOYSA-N,CC1(C2=CC=CC=C2C3=C(C1=O)C(C4=CC=CC=C4N3)C(C)(C)C)C,CC1(C2=CC=CC=C2C3=C(C1=O)C(C4=CC=CC=C4N3)C(C)(C)C)C
281706,"6-methyl-9,10-diazatetracyclo[8.6.1.05,17.011,16]heptadeca-1(17),2,4,8,11,13,15-heptaene-6,8-dicarboxylic acid","6-methyl-9,10-diazatetracyclo[8.6.1.05,17.011,16]heptadeca-1(17),2,4,8,11,13,15-heptaene-6,8-dicarboxylic acid","InChI=1S/C18H14N2O4/c1-18(17(23)24)9-13(16(21)22)19-20-14-8-3-2-5-10(14)11-6-4-7-12(18)15(11)20/h2-8H,9H2,1H3,(H,21,22)(H,23,24)",WTCCRCKVOWMZQF-UHFFFAOYSA-N,CC1(CC(=NN2C3=CC=CC=C3C4=C2C1=CC=C4)C(=O)O)C(=O)O,CC1(CC(=NN2C3=CC=CC=C3C4=C2C1=CC=C4)C(=O)O)C(=O)O
195866,"2-[[(4R)-4-[(3R,5S,10S,13R,17R)-3-hydroxy-10,13-dimethyl-7-oxo-1,2,3,4,5,6,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]pentanoyl]amino]ethanesulfonic acid","2-[[(4R)-4-[(3R,5S,10S,13R,17R)-3-hydroxy-10,13-dimethyl-7-oxo-1,2,3,4,5,6,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-1-oxopentyl]amino]ethanesulfonic acid","InChI=1S/C26H43NO6S/c1-16(4-7-23(30)27-12-13-34(31,32)33)19-5-6-20-24-21(9-11-26(19,20)3)25(2)10-8-18(28)14-17(25)15-22(24)29/h16-21,24,28H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/t16-,17+,18-,19-,20?,21?,24?,25+,26-/m1/s1",QNRIYEYAHVEGQJ-ANIRCPOUSA-N,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(=O)CC4C3(CCC(C4)O)C)C,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CCC2[C@@]1(CCC3C2C(=O)C[C@H]4[C@@]3(CC[C@H](C4)O)C)C
250667,9-(5-methyloxolan-2-yl)purin-6-amine,9-(5-methyl-2-oxolanyl)-6-purinamine,"InChI=1S/C10H13N5O/c1-6-2-3-7(16-6)15-5-14-8-9(11)12-4-13-10(8)15/h4-7H,2-3H2,1H3,(H2,11,12,13)",PSPPXRNUZVTTON-UHFFFAOYSA-N,CC1CCC(O1)N2C=NC3=C(N=CN=C32)N,CC1CCC(O1)N2C=NC3=C(N=CN=C32)N
155786,"2-hydroxy-3-phosphonopentane-1,2,3-tricarboxylic acid","2-hydroxy-3-phosphonopentane-1,2,3-tricarboxylic acid","InChI=1S/C8H13O10P/c1-2-8(6(13)14,19(16,17)18)7(15,5(11)12)3-4(9)10/h15H,2-3H2,1H3,(H,9,10)(H,11,12)(H,13,14)(H2,16,17,18)",YDFISLFAHNEXDC-UHFFFAOYSA-N,CCC(C(=O)O)(C(CC(=O)O)(C(=O)O)O)P(=O)(O)O,CCC(C(=O)O)(C(CC(=O)O)(C(=O)O)O)P(=O)(O)O
111820,"12-henicosyl-13-methyl-21,22-dihydroporphyrin","12-heneicosyl-13-methyl-21,22-dihydroporphyrin","InChI=1S/C42H58N4/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-40-33(2)41-31-38-27-25-36(44-38)29-34-23-24-35(43-34)30-37-26-28-39(45-37)32-42(40)46-41/h23-32,43,45H,3-22H2,1-2H3",MDYIZSBAZWQFLO-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCC1=C(C2=NC1=CC3=CC=C(N3)C=C4C=CC(=CC5=NC(=C2)C=C5)N4)C,CCCCCCCCCCCCCCCCCCCCCC1=C(C2=NC1=CC3=CC=C(N3)C=C4C=CC(=CC5=NC(=C2)C=C5)N4)C
343226,"N-methyl-9-(methylcarbamoylamino)imidazo[4,5-f]quinoline-3-carboxamide","N-methyl-9-(methylcarbamoylamino)-3-imidazo[4,5-f]quinolinecarboxamide","InChI=1S/C14H14N6O2/c1-15-13(21)19-9-5-6-17-8-3-4-10-12(11(8)9)18-7-20(10)14(22)16-2/h3-7H,1-2H3,(H,16,22)(H2,15,17,19,21)",HMPFRHBYXILEMS-UHFFFAOYSA-N,CNC(=O)NC1=C2C(=NC=C1)C=CC3=C2N=CN3C(=O)NC,CNC(=O)NC1=C2C(=NC=C1)C=CC3=C2N=CN3C(=O)NC
398487,"bis[(5-methyl-2,2-dioxo-1,3,2-dioxathian-5-yl)methyl] sulfate","sulfuric acid bis[(5-methyl-2,2-dioxo-1,3,2-dioxathian-5-yl)methyl] ester","InChI=1S/C10H18O12S3/c1-9(3-17-23(11,12)18-4-9)7-21-25(15,16)22-8-10(2)5-19-24(13,14)20-6-10/h3-8H2,1-2H3",OGJMCYIMYPHSFT-UHFFFAOYSA-N,CC1(COS(=O)(=O)OC1)COS(=O)(=O)OCC2(COS(=O)(=O)OC2)C,CC1(COS(=O)(=O)OC1)COS(=O)(=O)OCC2(COS(=O)(=O)OC2)C
384366,2-[(dimethylamino)methyl]-4-[(3-methylphenyl)diazenyl]phenol,2-[(dimethylamino)methyl]-4-(3-methylphenyl)azophenol,"InChI=1S/C16H19N3O/c1-12-5-4-6-14(9-12)17-18-15-7-8-16(20)13(10-15)11-19(2)3/h4-10,20H,11H2,1-3H3",IMYQWHPBWMROPD-UHFFFAOYSA-N,CC1=CC(=CC=C1)N=NC2=CC(=C(C=C2)O)CN(C)C,CC1=CC(=CC=C1)N=NC2=CC(=C(C=C2)O)CN(C)C
81413,2-ethoxyethyl 3-oxobutanoate,3-oxobutanoic acid 2-ethoxyethyl ester,"InChI=1S/C8H14O4/c1-3-11-4-5-12-8(10)6-7(2)9/h3-6H2,1-2H3",JKUOURUUCRHADD-UHFFFAOYSA-N,CCOCCOC(=O)CC(=O)C,CCOCCOC(=O)CC(=O)C
26293,thorium(4+);tetranitrate,thorium(4+);tetranitrate,InChI=1S/4NO3.Th/c4*2-1(3)4;/q4*-1;+4,VGBPIHVLVSGJGR-UHFFFAOYSA-N,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Th+4],[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Th+4]
243867,"N-[4-[[4-[(2,2-dimethylaziridine-1-carbonyl)amino]phenyl]methyl]phenyl]-2,2-dimethylaziridine-1-carboxamide","N-[4-[[4-[[(2,2-dimethyl-1-aziridinyl)-oxomethyl]amino]phenyl]methyl]phenyl]-2,2-dimethyl-1-aziridinecarboxamide","InChI=1S/C23H28N4O2/c1-22(2)14-26(22)20(28)24-18-9-5-16(6-10-18)13-17-7-11-19(12-8-17)25-21(29)27-15-23(27,3)4/h5-12H,13-15H2,1-4H3,(H,24,28)(H,25,29)",JEYJUHCJTZANHN-UHFFFAOYSA-N,CC1(CN1C(=O)NC2=CC=C(C=C2)CC3=CC=C(C=C3)NC(=O)N4CC4(C)C)C,CC1(CN1C(=O)NC2=CC=C(C=C2)CC3=CC=C(C=C3)NC(=O)N4CC4(C)C)C
142459,"3-methylcyclohex-4-ene-1,2-dicarboxylic acid","3-methylcyclohex-4-ene-1,2-dicarboxylic acid","InChI=1S/C9H12O4/c1-5-3-2-4-6(8(10)11)7(5)9(12)13/h2-3,5-7H,4H2,1H3,(H,10,11)(H,12,13)",ZPRXNOLDOXHXIQ-UHFFFAOYSA-N,CC1C=CCC(C1C(=O)O)C(=O)O,CC1C=CCC(C1C(=O)O)C(=O)O
183981,"1-(3,5-difluorophenyl)pyrrolidine-2,5-dione","1-(3,5-difluorophenyl)pyrrolidine-2,5-dione","InChI=1S/C10H7F2NO2/c11-6-3-7(12)5-8(4-6)13-9(14)1-2-10(13)15/h3-5H,1-2H2",JWVCASYYZUUKQN-UHFFFAOYSA-N,C1CC(=O)N(C1=O)C2=CC(=CC(=C2)F)F,C1CC(=O)N(C1=O)C2=CC(=CC(=C2)F)F
293893,1-(2-chlorophenyl)-5-[(4-chlorophenyl)diazenyl]-6-hydroxy-3-(4-methylphenyl)-2-sulfanylidenepyrimidin-4-one,1-(2-chlorophenyl)-5-(4-chlorophenyl)azo-6-hydroxy-3-(4-methylphenyl)-2-sulfanylidene-4-pyrimidinone,"InChI=1S/C23H16Cl2N4O2S/c1-14-6-12-17(13-7-14)28-21(30)20(27-26-16-10-8-15(24)9-11-16)22(31)29(23(28)32)19-5-3-2-4-18(19)25/h2-13,31H,1H3",JMVCAOHLCIGFBF-UHFFFAOYSA-N,CC1=CC=C(C=C1)N2C(=O)C(=C(N(C2=S)C3=CC=CC=C3Cl)O)N=NC4=CC=C(C=C4)Cl,CC1=CC=C(C=C1)N2C(=O)C(=C(N(C2=S)C3=CC=CC=C3Cl)O)N=NC4=CC=C(C=C4)Cl
239577,"3,5-bis(2,5-dioxopyrrol-1-yl)benzoic acid","3,5-bis(2,5-dioxo-1-pyrrolyl)benzoic acid","InChI=1S/C15H8N2O6/c18-11-1-2-12(19)16(11)9-5-8(15(22)23)6-10(7-9)17-13(20)3-4-14(17)21/h1-7H,(H,22,23)",RCBGGBMZYJSLJE-UHFFFAOYSA-N,C1=CC(=O)N(C1=O)C2=CC(=CC(=C2)C(=O)O)N3C(=O)C=CC3=O,C1=CC(=O)N(C1=O)C2=CC(=CC(=C2)C(=O)O)N3C(=O)C=CC3=O
73706,"1,1,1,5,5,5-hexafluoropentane-2,4-dione","1,1,1,5,5,5-hexafluoropentane-2,4-dione","InChI=1S/C5H2F6O2/c6-4(7,8)2(12)1-3(13)5(9,10)11/h1H2",QAMFBRUWYYMMGJ-UHFFFAOYSA-N,C(C(=O)C(F)(F)F)C(=O)C(F)(F)F,C(C(=O)C(F)(F)F)C(=O)C(F)(F)F
74040,2-chloro-1-morpholin-4-ylethanone,2-chloro-1-(4-morpholinyl)ethanone,InChI=1S/C6H10ClNO2/c7-5-6(9)8-1-3-10-4-2-8/h1-5H2,YMQRPXBBBOXHNZ-UHFFFAOYSA-N,C1COCCN1C(=O)CCl,C1COCCN1C(=O)CCl
10361,4-fluoro-3-iodobenzoic acid,4-fluoro-3-iodobenzoic acid,"InChI=1S/C7H4FIO2/c8-5-2-1-4(7(10)11)3-6(5)9/h1-3H,(H,10,11)",IKSOHJRYPQRTLQ-UHFFFAOYSA-N,C1=CC(=C(C=C1C(=O)O)I)F,C1=CC(=C(C=C1C(=O)O)I)F
429401,"6-phenyl-4,6,8-triazahexacyclo[7.4.0.02,13.03,11.04,8.010,12]tridecane-5,7-dione","6-phenyl-4,6,8-triazahexacyclo[7.4.0.02,13.03,11.04,8.010,12]tridecane-5,7-dione","InChI=1S/C16H13N3O2/c20-15-17(6-4-2-1-3-5-6)16(21)19-14-10-7-8-11(12(8)14)13(9(7)10)18(15)19/h1-5,7-14H",FOVABRXCXSLHGN-UHFFFAOYSA-N,C1=CC=C(C=C1)N2C(=O)N3C4C5C6C5C(N3C2=O)C7C6C74,C1=CC=C(C=C1)N2C(=O)N3C4C5C6C5C(N3C2=O)C7C6C74
6808,"3a,4,7,7a-tetrahydroisoindole-1,3-dione","3a,4,7,7a-tetrahydroisoindole-1,3-dione","InChI=1S/C8H9NO2/c10-7-5-3-1-2-4-6(5)8(11)9-7/h1-2,5-6H,3-4H2,(H,9,10,11)",CIFFBTOJCKSRJY-UHFFFAOYSA-N,C1C=CCC2C1C(=O)NC2=O,C1C=CCC2C1C(=O)NC2=O
227065,"5-(bromomethyl)-1,2,3,4-tetrachlorobicyclo[2.2.1]hept-2-ene","5-(bromomethyl)-1,2,3,4-tetrachlorobicyclo[2.2.1]hept-2-ene","InChI=1S/C8H7BrCl4/c9-2-4-1-7(12)3-8(4,13)6(11)5(7)10/h4H,1-3H2",LTQYIQCFHYYWHF-UHFFFAOYSA-N,C1C(C2(CC1(C(=C2Cl)Cl)Cl)Cl)CBr,C1C(C2(CC1(C(=C2Cl)Cl)Cl)Cl)CBr
417006,"(17-acetyl-3-hydroxy-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-16-yl)-(2-iodoethyl)-dimethylazanium","(17-acetyl-3-hydroxy-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-16-yl)-(2-iodoethyl)-dimethylammonium","InChI=1S/C25H41INO2/c1-16(28)23-22(27(4,5)13-12-26)15-21-19-7-6-17-14-18(29)8-10-24(17,2)20(19)9-11-25(21,23)3/h6,18-23,29H,7-15H2,1-5H3/q+1",OOYJKRZDSBCHSQ-UHFFFAOYSA-N,CC(=O)C1C(CC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)[N+](C)(C)CCI,CC(=O)C1C(CC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)[N+](C)(C)CCI
278563,(3-methyl-1-oxa-4-azaspiro[4.5]decan-3-yl)methanol,(3-methyl-1-oxa-4-azaspiro[4.5]decan-3-yl)methanol,"InChI=1S/C10H19NO2/c1-9(7-12)8-13-10(11-9)5-3-2-4-6-10/h11-12H,2-8H2,1H3",CKCZKCYXNIUSKF-UHFFFAOYSA-N,CC1(COC2(N1)CCCCC2)CO,CC1(COC2(N1)CCCCC2)CO
36302,"1-(2,3-dihydro-1,4-benzodioxin-6-yl)-3-(3-phenylpyrrolidin-1-yl)propan-1-one;hydrochloride","1-(2,3-dihydro-1,4-benzodioxin-6-yl)-3-(3-phenyl-1-pyrrolidinyl)-1-propanone;hydrochloride","InChI=1S/C21H23NO3.ClH/c23-19(17-6-7-20-21(14-17)25-13-12-24-20)9-11-22-10-8-18(15-22)16-4-2-1-3-5-16;/h1-7,14,18H,8-13,15H2;1H",QQZPGRDQMBPRFY-UHFFFAOYSA-N,C1CN(CC1C2=CC=CC=C2)CCC(=O)C3=CC4=C(C=C3)OCCO4.Cl,C1CN(CC1C2=CC=CC=C2)CCC(=O)C3=CC4=C(C=C3)OCCO4.Cl
123723,(2R)-2-cyclopentyl-2-[4-(quinolin-2-ylmethoxy)phenyl]acetic acid,(2R)-2-cyclopentyl-2-[4-(2-quinolinylmethoxy)phenyl]acetic acid,"InChI=1S/C23H23NO3/c25-23(26)22(17-6-1-2-7-17)18-10-13-20(14-11-18)27-15-19-12-9-16-5-3-4-8-21(16)24-19/h3-5,8-14,17,22H,1-2,6-7,15H2,(H,25,26)/t22-/m1/s1",ZEYYDOLCHFETHQ-JOCHJYFZSA-N,C1CCC(C1)C(C2=CC=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)C(=O)O,C1CCC(C1)[C@H](C2=CC=C(C=C2)OCC3=NC4=CC=CC=C4C=C3)C(=O)O
445456,"(2R,3R,4S,5S,6R)-2-[(2R,3S,4R,5R,6S)-6-dodecoxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol","(2R,3R,4S,5S,6R)-2-[[(2R,3S,4R,5R,6S)-6-dodecoxy-4,5-dihydroxy-2-(hydroxymethyl)-3-oxanyl]oxy]-6-(hydroxymethyl)oxane-3,4,5-triol","InChI=1S/C24H46O11/c1-2-3-4-5-6-7-8-9-10-11-12-32-23-21(31)19(29)22(16(14-26)34-23)35-24-20(30)18(28)17(27)15(13-25)33-24/h15-31H,2-14H2,1H3/t15-,16-,17-,18+,19-,20-,21-,22-,23+,24-/m1/s1",NLEBIOOXCVAHBD-YHBSTRCHSA-N,CCCCCCCCCCCCOC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O,CCCCCCCCCCCCO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O
214717,N-[(4-chlorophenyl)methyl]-2-(diethylamino)-2-phenylacetamide;hydrochloride,N-[(4-chlorophenyl)methyl]-2-(diethylamino)-2-phenylacetamide;hydrochloride,"InChI=1S/C19H23ClN2O.ClH/c1-3-22(4-2)18(16-8-6-5-7-9-16)19(23)21-14-15-10-12-17(20)13-11-15;/h5-13,18H,3-4,14H2,1-2H3,(H,21,23);1H",YTMIOYTVWWMJFZ-UHFFFAOYSA-N,CCN(CC)C(C1=CC=CC=C1)C(=O)NCC2=CC=C(C=C2)Cl.Cl,CCN(CC)C(C1=CC=CC=C1)C(=O)NCC2=CC=C(C=C2)Cl.Cl
66922,"N,N,N',N'-tetraethylbut-2-ene-1,4-diamine","N,N,N',N'-tetraethyl-2-butene-1,4-diamine","InChI=1S/C12H26N2/c1-5-13(6-2)11-9-10-12-14(7-3)8-4/h9-10H,5-8,11-12H2,1-4H3",GTSWSDCAOQCBEH-UHFFFAOYSA-N,CCN(CC)CC=CCN(CC)CC,CCN(CC)CC=CCN(CC)CC
212811,"4,4,6-trimethyl-2-methylsulfanyl-1H-pyrimidine;hydroiodide","4,4,6-trimethyl-2-(methylthio)-1H-pyrimidine;hydroiodide","InChI=1S/C8H14N2S.HI/c1-6-5-8(2,3)10-7(9-6)11-4;/h5H,1-4H3,(H,9,10);1H",JKTWZSGFLRSIPX-UHFFFAOYSA-N,CC1=CC(N=C(N1)SC)(C)C.I,CC1=CC(N=C(N1)SC)(C)C.I
378674,"1,3-dihydroxy-2,2,5,5-tetramethylimidazolidin-4-one","1,3-dihydroxy-2,2,5,5-tetramethyl-4-imidazolidinone","InChI=1S/C7H14N2O3/c1-6(2)5(10)8(11)7(3,4)9(6)12/h11-12H,1-4H3",BLSRZFIQIBNYMP-UHFFFAOYSA-N,CC1(C(=O)N(C(N1O)(C)C)O)C,CC1(C(=O)N(C(N1O)(C)C)O)C
37891,"(2,3-dimethyl-4-oxochromen-6-yl)methyl-dimethylazanium;chloride","(2,3-dimethyl-4-oxo-1-benzopyran-6-yl)methyl-dimethylammonium;chloride","InChI=1S/C14H17NO2.ClH/c1-9-10(2)17-13-6-5-11(8-15(3)4)7-12(13)14(9)16;/h5-7H,8H2,1-4H3;1H",RDMXJIHXIBZQMP-UHFFFAOYSA-N,CC1=C(OC2=C(C1=O)C=C(C=C2)C[NH+](C)C)C.[Cl-],CC1=C(OC2=C(C1=O)C=C(C=C2)C[NH+](C)C)C.[Cl-]
275919,2-[(3-oxo-1H-indol-2-ylidene)methyl]benzoic acid,2-[(3-oxo-1H-indol-2-ylidene)methyl]benzoic acid,"InChI=1S/C16H11NO3/c18-15-12-7-3-4-8-13(12)17-14(15)9-10-5-1-2-6-11(10)16(19)20/h1-9,17H,(H,19,20)",FSMBKPJMPCXMRK-UHFFFAOYSA-N,C1=CC=C(C(=C1)C=C2C(=O)C3=CC=CC=C3N2)C(=O)O,C1=CC=C(C(=C1)C=C2C(=O)C3=CC=CC=C3N2)C(=O)O
184819,1-[2-[(2R)-2-hydroxy-3-(propylamino)propoxy]phenyl]-3-phenylpropan-1-one,1-[2-[(2R)-2-hydroxy-3-(propylamino)propoxy]phenyl]-3-phenyl-1-propanone,"InChI=1S/C21H27NO3/c1-2-14-22-15-18(23)16-25-21-11-7-6-10-19(21)20(24)13-12-17-8-4-3-5-9-17/h3-11,18,22-23H,2,12-16H2,1H3/t18-/m1/s1",JWHAUXFOSRPERK-GOSISDBHSA-N,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,CCCNC[C@H](COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O
361015,"4-(1,3-benzothiazol-2-yl)-1-(2,5-dichlorophenyl)piperidine-2,3,5,6-tetrone","4-(1,3-benzothiazol-2-yl)-1-(2,5-dichlorophenyl)piperidine-2,3,5,6-tetrone","InChI=1S/C18H8Cl2N2O4S/c19-8-5-6-9(20)11(7-8)22-17(25)14(23)13(15(24)18(22)26)16-21-10-3-1-2-4-12(10)27-16/h1-7,13H",KHXZVJWAOMUUOB-UHFFFAOYSA-N,C1=CC=C2C(=C1)N=C(S2)C3C(=O)C(=O)N(C(=O)C3=O)C4=C(C=CC(=C4)Cl)Cl,C1=CC=C2C(=C1)N=C(S2)C3C(=O)C(=O)N(C(=O)C3=O)C4=C(C=CC(=C4)Cl)Cl
33589,"2-propan-2-yl-1,3-dithiolane","2-propan-2-yl-1,3-dithiolane","InChI=1S/C6H12S2/c1-5(2)6-7-3-4-8-6/h5-6H,3-4H2,1-2H3",CMOLCULWXQDIMM-UHFFFAOYSA-N,CC(C)C1SCCS1,CC(C)C1SCCS1
